Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2015 Population,,2020 Population
175109008,Ligaya,Bgy,,,,U," 7,648 ",," 7,480 "
175109009,Poblacion,Bgy,Lumangbayan,,,U," 7,053 ",," 8,721 "
175109010,Paetan,Bgy,,,,R," 1,646 ",," 1,904 "
175109011,Pag-Asa,Bgy,,,,R," 4,490 ",," 4,405 "
175109013,San Agustin,Bgy,,,,R," 1,944 ",," 2,490 "
175109014,San Francisco,Bgy,,,,R," 3,254 ",," 3,485 "
175109016,San Nicolas,Bgy,,,,R," 1,964 ",," 2,171 "
175109017,San Vicente,Bgy,,,,R," 4,962 ",," 5,672 "
175109018,Santa Lucia,Bgy,,,,R," 4,800 ",," 5,634 "
175109019,Santo Ni�o,Bgy,,,,U," 6,187 ",," 7,490 "
175109020,Tagumpay,Bgy,,,,R," 1,703 ",," 1,999 "
175109021,Victoria,Bgy,,,,R," 1,356 ",," 1,474 "
175109022,Lagnas,Bgy,,,,R," 1,630 ",," 1,818 "
175109023,Malisbong,Bgy,,,,R," 3,998 ",," 4,262 "
175109024,Tuban,Bgy,,,,R," 2,969 ",," 3,398 "
175110000,San Jose,Mun,,,1st,," 143,430 ",," 153,267 "
175110001,Ambulong,Bgy,,,,R," 2,224 ",," 2,435 "
175110002,Ansiray,Bgy,,,,R," 1,032 ",, 912
175110003,Bagong Sikat,Bgy,,,,U," 6,564 ",," 7,724 "
175110004,Bangkal,Bgy,,,,R, 933 ,, 944
175110005,Barangay 1 (Pob.),Bgy,,,,U, 283 ,, 227
175110006,Barangay 2 (Pob.),Bgy,,,,U, 415 ,, 381
175110007,Barangay 3 (Pob.),Bgy,,,,U," 1,323 ",," 1,249 "
175110008,Barangay 4 (Pob.),Bgy,,,,U, 500 ,, 829
175110009,Barangay 5 (Pob.),Bgy,,,,U," 1,569 ",," 1,640 "
175110010,Barangay 6 (Pob.),Bgy,,,,U, 398 ,, 274
175110011,Barangay 7 (Pob.),Bgy,,,,U, 436 ,, 567
175110012,Barangay 8 (Pob.),Bgy,,,,U, 348 ,, 394
175110013,Batasan,Bgy,,,,U," 6,260 ",d/," 3,643 "
175110014,Bayotbot,Bgy,,,,R," 2,492 ",," 2,935 "
175110015,Bubog,Bgy,,,,U," 9,356 ",," 10,792 "
175110016,Buri,Bgy,,,,R, 607 ,, 647
175110017,Camburay,Bgy,,,,R," 1,849 ",," 1,896 "
175110018,Caminawit,Bgy,,,,U," 12,223 ",," 11,810 "
175110019,Catayungan,Bgy,,,,R," 1,021 ",," 1,110 "
175110020,Central,Bgy,,,,U," 10,901 ",," 12,178 "
175110021,Iling Proper,Bgy,,,,R," 2,124 ",," 2,217 "
175110022,Inasakan,Bgy,,,,R, 625 ,, 712
175110023,Ipil,Bgy,,,,R, 789 ,, 829
175110024,La Curva,Bgy,,,,R," 3,034 ",," 3,185 "
175110025,Labangan Iling,Bgy,,,,R," 1,070 ",," 1,209 "
175110026,Labangan Poblacion,Bgy,,,,U," 9,683 ",," 9,596 "
175110027,Mabini,Bgy,,,,R," 2,938 ",," 3,518 "
175110028,Magbay,Bgy,,,,U," 4,299 ",," 4,583 "
175110029,Mangarin,Bgy,,,,R," 3,410 ",," 3,647 "
175110030,Mapaya,Bgy,,,,U," 7,982 ",," 8,665 "
175110031,Murtha,Bgy,,,,U," 5,985 ",," 6,391 "
175110032,Monte Claro,Bgy,,,,R," 3,855 ",," 4,589 "
175110033,Natandol,Bgy,,,,R," 1,521 ",," 1,426 "
175110034,Pag-Asa,Bgy,,,,U," 11,232 ",," 12,001 "
175110035,Pawican,Bgy,,,,R," 2,295 ",," 1,956 "
175110037,San Agustin,Bgy,,,,U," 5,363 ",," 5,019 "
175110038,San Isidro,Bgy,,,,R," 1,785 ",," 1,996 "
175110039,San Roque,Bgy,,,,U," 14,706 ",," 15,721 "
175110040,Naibuan,Bgy,,,,,-,," 3,420 "
175111000,Santa Cruz,Mun,,,1st,," 37,484 ",," 42,417 "
175111001,Alacaak,Bgy,,,,R," 3,290 ",," 4,040 "
175111002,Barahan,Bgy,,,,U," 6,339 ",," 7,523 "
175111003,Casague,Bgy,,,,R," 2,838 ",," 3,352 "
175111004,Dayap,Bgy,,,,R," 2,519 ",," 2,874 "
175111006,Lumangbayan,Bgy,,,,R," 3,037 ",," 3,556 "
175111007,Mulawin,Bgy,,,,R," 3,802 ",," 4,554 "
175111008,Pinagturilan,Bgy,San Pedro,,,U," 7,710 ",," 8,053 "
175111009,Poblacion I,Bgy,Barangay 1,,,R," 1,821 ",," 1,975 "
175111010,San Vicente,Bgy,,,,R," 2,020 ",," 2,125 "
175111011,Poblacion II,Bgy,Barangay 2,,,R," 2,594 ",," 2,702 "
175111012,Kurtinganan,Bgy,,,,R," 1,514 ",," 1,663 "
175200000,Oriental Mindoro,Prov,,,1st,," 844,059 ",," 908,339 "
175201000,Baco,Mun,,,3rd,," 37,215 ",," 39,817 "
175201001,Alag,Bgy,,,,R," 1,198 ",," 1,166 "
175201002,Bangkatan,Bgy,,,,R," 1,974 ",," 2,387 "
175201004,Burbuli,Bgy,,,,R, 675 ,, 594
175201005,Catwiran I,Bgy,,,,R," 1,387 ",," 1,466 "
175201006,Catwiran II,Bgy,,,,R," 1,538 ",," 1,507 "
175201007,Dulangan I,Bgy,,,,R," 1,869 ",," 1,774 "
175201008,Dulangan II,Bgy,,,,R," 2,406 ",," 2,749 "
175201010,Lumang Bayan,Bgy,,,,R, 584 ,, 647
175201011,Malapad,Bgy,,,,R, 446 ,, 505
175201012,Mangangan I,Bgy,,,,R," 2,498 ",," 2,689 "
175201013,Mangangan II,Bgy,,,,R, 766 ,, 799
175201014,Mayabig,Bgy,,,,R," 1,422 ",," 1,701 "
175201015,Pambisan,Bgy,,,,R," 1,114 ",," 1,201 "
175201016,Pulang-Tubig,Bgy,,,,R, 849 ,, 962
175201017,Putican-Cabulo,Bgy,,,,R, 473 ,, 502
175201018,San Andres,Bgy,,,,R, 284 ,, 321
175201019,San Ignacio,Bgy,Dulangan III,,,R," 1,986 ",," 2,392 "
175201020,Santa Cruz,Bgy,,,,R, 440 ,, 433
175201021,Santa Rosa I,Bgy,,,,R," 1,884 ",," 2,129 "
175201022,Santa Rosa II,Bgy,,,,R," 1,702 ",," 1,711 "
175201023,Tabon-tabon,Bgy,,,,R," 1,548 ",," 1,584 "
175201024,Tagumpay,Bgy,,,,R," 1,439 ",," 1,788 "
175201025,Water,Bgy,,,,R," 1,467 ",," 1,588 "
175201026,Baras,Bgy,Mangyan Minority,,,R," 1,626 ",," 1,563 "
175201027,Bayanan,Bgy,,,,R," 1,623 ",," 1,518 "
175201028,Lantuyang,Bgy,Mangyan Minority,,,R, 996 ,," 1,281 "
175201029,Poblacion,Bgy,,,,U," 3,021 ",," 2,860 "
175202000,Bansud,Mun,,,2nd,," 40,992 ",," 42,671 "
175202001,Alcadesma,Bgy,,,,R," 2,184 ",," 1,884 "
175202003,Bato,Bgy,,,,R, 842 ,, 874
175202004,Conrazon,Bgy,,,,R," 4,105 ",," 4,533 "
175202005,Malo,Bgy,,,,R," 1,875 ",," 1,932 "
175202006,Manihala,Bgy,,,,R," 1,063 ",," 1,006 "
175202007,Pag-Asa,Bgy,,,,R," 3,193 ",," 3,535 "
175202008,Poblacion,Bgy,,,,U," 6,891 ",," 6,828 "
175202009,Proper Bansud,Bgy,,,,R," 3,337 ",," 4,057 "
175202010,Rosacara,Bgy,,,,R," 2,280 ",," 2,516 "
175202011,Salcedo,Bgy,,,,U," 5,135 ",," 5,868 "
175202012,Sumagui,Bgy,,,,R," 3,014 ",," 2,722 "
175202013,Proper Tiguisan,Bgy,,,,R," 2,347 ",," 2,282 "
175202014,Villa Pag-Asa,Bgy,,,,R," 4,726 ",," 4,634 "
175203000,Bongabong,Mun,,,1st,," 72,073 ",," 76,973 "
175203001,Anilao,Bgy,,,,R," 2,956 ",," 3,197 "
175203002,Batangan,Bgy,,,,R," 1,279 ",," 1,330 "
175203003,Bukal,Bgy,,,,R, 783 ,, 864
175203004,Camantigue,Bgy,,,,R," 1,782 ",," 1,885 "
175203005,Carmundo,Bgy,,,,R," 1,649 ",," 1,665 "
175203006,Cawayan,Bgy,,,,R," 2,957 ",," 3,273 "
175203007,Dayhagan,Bgy,,,,R," 1,990 ",," 2,106 "
175203008,Formon,Bgy,,,,R," 1,587 ",," 1,763 "
175203009,Hagan,Bgy,,,,R," 3,397 ",," 4,408 "
175203010,Hagupit,Bgy,,,,R, 672 ,, 874
175203011,Kaligtasan,Bgy,,,,R," 2,467 ",," 2,510 "
175203012,Labasan,Bgy,,,,R," 4,713 ",," 4,673 "
175203013,Labonan,Bgy,,,,R," 1,562 ",," 1,844 "
175203014,Libertad,Bgy,,,,R," 1,736 ",," 1,659 "
175203015,Lisap,Bgy,,,,U," 6,075 ",," 6,743 "
175203016,Luna,Bgy,,,,R," 1,293 ",," 1,198 "
175203017,Malitbog,Bgy,,,,R," 3,131 ",," 3,273 "
175203018,Mapang,Bgy,,,,R, 825 ,, 884
175203019,Masaguisi,Bgy,,,,R," 2,257 ",," 2,288 "
175203020,Morente,Bgy,,,,R," 1,833 ",," 1,904 "
175203021,Ogbot,Bgy,,,,R," 1,171 ",," 1,209 "
175203022,Orconuma,Bgy,,,,R," 1,860 ",," 1,928 "
175203023,Polusahi,Bgy,,,,R," 1,011 ",," 1,279 "
175203024,Sagana,Bgy,,,,R," 2,699 ",," 3,142 "
175203025,San Isidro,Bgy,,,,R," 2,082 ",," 2,301 "
175203026,San Jose,Bgy,,,,R," 1,115 ",," 1,205 "
175203027,San Juan,Bgy,,,,R, 467 ,, 600
175203028,Santa Cruz,Bgy,,,,R," 1,215 ",," 1,291 "
175203029,Sigange,Bgy,,,,R," 1,348 ",," 1,456 "
175203031,Tawas,Bgy,,,,R," 1,485 ",," 1,459 "
175203032,Poblacion,Bgy,,,,U," 1,790 ",," 1,792 "
175203033,Aplaya,Bgy,,,,R," 2,702 ",," 2,702 "
175203034,Bagumbayan I,Bgy,,,,R," 2,323 ",," 2,368 "
175203035,Bagumbayan II,Bgy,,,,R," 1,465 ",," 1,396 "
175203036,Ipil,Bgy,,,,R," 2,589 ",," 2,529 "
175203037,Mina de Oro,Bgy,,,,R," 1,807 ",," 1,975 "
175204000,Bulalacao,Mun,San Pedro,,3rd,," 39,107 ",," 44,366 "
175204001,Bagong Sikat,Bgy,,,,R, 830 ,," 1,076 "
175204002,Balatasan,Bgy,,,,R," 2,167 ",," 2,432 "
175204003,Benli,Bgy,Mangyan Settlement,,,R," 4,527 ",," 5,818 "
175204005,Cabugao,Bgy,,,,R, 995 ,," 1,450 "
175204006,Cambunang (Pob.),Bgy,,,,R," 2,399 ",," 3,056 "
175204007,Campaasan (Pob.),Bgy,,,,U," 3,149 ",," 3,228 "
175204008,Maasin,Bgy,,,,R, 912 ,, 953
175204009,Maujao,Bgy,,,,R," 3,118 ",," 3,279 "
175204010,Milagrosa,Bgy,Guiob,,,R," 2,117 ",," 2,802 "
175204011,Nasukob (Pob.),Bgy,,,,R," 4,419 ",," 3,700 "
175204012,Poblacion,Bgy,,,,U," 3,634 ",," 3,805 "
175204013,San Francisco,Bgy,Alimawan,,,R, 778 ,, 887
175204014,San Isidro,Bgy,,,,R, 563 ,, 615
175204015,San Juan,Bgy,,,,R," 3,455 ",," 3,730 "
175204017,San Roque ,Bgy,Buyayao,,,U," 6,044 ",," 7,535 "
175205000,City of Calapan (Capital),City,,CC,3rd,," 133,893 ",," 145,786 "
175205001,Balingayan,Bgy,,,,R," 1,570 ",," 1,607 "
175205002,Balite,Bgy,,,,R," 3,472 ",," 4,489 "
175205003,Baruyan,Bgy,,,,R," 3,029 ",," 3,268 "
175205004,Batino,Bgy,,,,R," 1,711 ",," 1,667 "
175205005,Bayanan I,Bgy,,,,R," 1,041 ",," 1,200 "
175205006,Bayanan II,Bgy,,,,R," 2,951 ",," 3,084 "
175205007,Biga,Bgy,,,,R," 2,250 ",," 2,382 "
175205008,Bondoc,Bgy,,,,R, 416 ,, 584
175205009,Bucayao,Bgy,,,,R," 2,667 ",," 2,640 "
175205010,Buhuan,Bgy,,,,R, 946 ,, 896
175205011,Bulusan,Bgy,,,,R," 3,936 ",," 5,680 "
175205012,Santa Rita,Bgy,Bungahan,,,R," 1,770 ",," 1,864 "
175205013,Calero (Pob.),Bgy,,,,U," 1,478 ",," 1,439 "
175205015,Camansihan,Bgy,,,,R," 2,377 ",," 2,493 "
175205016,Camilmil,Bgy,,,,U," 4,557 ",," 4,071 "
175205017,Canubing I,Bgy,,,,R," 3,497 ",," 3,949 "
175205018,Canubing II,Bgy,,,,R," 3,582 ",," 3,722 "
175205019,Comunal,Bgy,,,,R," 3,051 ",," 3,362 "
175205021,Guinobatan,Bgy,,,,R," 3,748 ",," 4,423 "
175205022,Gulod,Bgy,,,,R, 897 ,, 795
175205023,Gutad,Bgy,,,,R," 1,364 ",," 1,532 "
175205025,Ibaba East (Pob.),Bgy,,,,U," 1,068 ",," 1,010 "
175205026,Ibaba West (Pob.),Bgy,,,,R," 2,687 ",," 2,759 "
175205027,Ilaya (Pob.),Bgy,,,,U," 3,974 ",," 3,965 "
175205028,Lalud,Bgy,,,,U," 4,410 ",," 4,259 "
175205029,Lazareto,Bgy,,,,R," 4,555 ",," 4,799 "
175205030,Libis (Pob.),Bgy,,,,U," 1,564 ",," 1,378 "
175205031,Lumang Bayan,Bgy,,,,U," 4,965 ",," 5,231 "
175205032,Mahal Na Pangalan,Bgy,,,,R," 1,316 ",," 1,526 "
175205033,Maidlang,Bgy,,,,R," 1,117 ",," 1,186 "
175205034,Malad,Bgy,,,,R, 822 ,, 938
175205035,Malamig,Bgy,,,,R," 1,863 ",," 1,981 "
175205036,Managpi,Bgy,,,,R," 2,742 ",," 2,945 "
175205037,Masipit,Bgy,,,,R," 3,115 ",," 3,052 "
175205038,Nag-Iba I,Bgy,,,,R, 947 ,, 989
175205039,Navotas,Bgy,,,,R, 765 ,, 810
175205041,Pachoca,Bgy,,,,R," 3,362 ",," 3,918 "
175205042,Palhi,Bgy,,,,R," 2,475 ",," 3,321 "
175205043,Panggalaan,Bgy,,,,R, 574 ,, 594
175205044,Parang,Bgy,,,,R," 3,018 ",," 3,352 "
175205045,Patas,Bgy,,,,R, 868 ,, 932
175205046,Personas,Bgy,,,,R," 1,405 ",," 1,635 "
175205047,Putingtubig,Bgy,,,,R," 1,507 ",," 1,529 "
175205048,Salong,Bgy,,,,U," 3,367 ",," 3,784 "
175205049,San Antonio,Bgy,,,,U," 3,448 ",," 3,521 "
175205050,San Vicente Central (Pob.),Bgy,,,,U, 359 ,, 371
175205051,San Vicente East (Pob.),Bgy,,,,U, 622 ,, 579
175205052,San Vicente North (Pob.),Bgy,,,,U, 749 ,, 570
175205053,San Vicente South (Pob.),Bgy,,,,U, 608 ,, 459
175205054,San Vicente West (Pob.),Bgy,,,,R, 608 ,, 527
175205055,Santa Cruz,Bgy,,,,R, 737 ,, 809
175205056,Santa Isabel,Bgy,,,,U," 3,915 ",," 4,732 "
175205057,Santo Ni�o,Bgy,,,,U," 3,804 ",," 3,670 "
175205058,Sapul,Bgy,,,,R," 2,792 ",," 4,452 "
175205059,Silonay,Bgy,,,,R," 1,383 ",," 1,369 "
175205061,Santa Maria Village,Bgy,,,,U," 1,517 ",," 1,111 "
175205062,Suqui,Bgy,,,,R," 2,041 ",," 3,778 "
175205063,Tawagan,Bgy,,,,R," 1,217 ",," 1,348 "
175205064,Tawiran,Bgy,,,,U," 2,152 ",," 2,353 "
175205065,Tibag,Bgy,,,,U," 2,441 ",," 2,414 "
175205066,Wawa,Bgy,,,,R, 919 ,, 975
175205068,Nag-Iba II,Bgy,,,,R," 1,785 ",," 1,708 "
175206000,Gloria,Mun,,,3rd,," 45,073 ",," 50,496 "
175206001,Agsalin,Bgy,,,,R, 678 ,, 780
175206002,Agos,Bgy,,,,R," 1,036 ",," 1,320 "
175206003,Andres Bonifacio,Bgy,,,,R," 1,320 ",," 1,455 "
175206004,Balete,Bgy,,,,R," 2,864 ",," 3,138 "
175206005,Banus,Bgy,,,,U," 2,298 ",," 2,595 "
175206006,Banutan,Bgy,,,,R, 906 ,," 1,090 "
175206007,Buong Lupa,Bgy,,,,R, 969 ,," 1,056 "
175206008,Bulaklakan,Bgy,,,,R," 1,126 ",," 1,166 "
175206009,Gaudencio Antonino,Bgy,,,,R," 1,651 ",," 1,888 "
175206010,Guimbonan,Bgy,,,,R," 1,104 ",," 1,237 "
175206012,Kawit,Bgy,,,,R," 2,022 ",," 2,404 "
175206013,Lucio Laurel,Bgy,,,,R," 2,649 ",," 2,645 "
175206014,Macario Adriatico,Bgy,,,,R," 1,139 ",," 1,133 "
175206015,Malamig,Bgy,,,,R," 2,929 ",," 3,327 "
175206016,Malayong,Bgy,,,,R," 1,228 ",," 1,347 "
175206017,Maligaya (Pob.),Bgy,,,,R," 3,246 ",," 3,265 "
175206018,Malubay,Bgy,,,,R," 1,319 ",," 1,231 "
175206020,Manguyang,Bgy,,,,R," 1,633 ",," 1,921 "
175206021,Maragooc,Bgy,,,,R," 1,258 ",," 1,579 "
175206022,Mirayan,Bgy,,,,R, 938 ,," 1,354 "
175206023,Narra,Bgy,,,,R," 2,169 ",," 2,898 "
175206024,Papandungin,Bgy,,,,R," 1,110 ",," 1,161 "
175206025,San Antonio,Bgy,,,,R," 1,330 ",," 1,667 "
175206026,Santa Maria,Bgy,,,,R," 2,034 ",," 2,157 "
175206027,Santa Theresa,Bgy,,,,R," 1,523 ",," 1,614 "
175206028,Tambong,Bgy,,,,R," 3,183 ",," 3,505 "
175206029,Alma Villa,Bgy,,,,R," 1,411 ",," 1,563 "
175207000,Mansalay,Mun,,,2nd,," 54,533 ",," 59,114 "
175207001,B. Del Mundo,Bgy,,,,U," 8,208 ",," 8,278 "
175207002,Balugo,Bgy,,,,R," 2,663 ",," 2,777 "
175207003,Bonbon,Bgy,,,,R," 1,955 ",," 1,898 "
175207004,Budburan,Bgy,,,,R," 1,370 ",," 1,647 "
175207005,Cabalwa,Bgy,,,,R," 1,192 ",," 1,561 "
175207007,Don Pedro,Bgy,,,,R," 3,077 ",," 3,401 "
175207010,Maliwanag,Bgy,,,,R," 1,731 ",," 1,801 "
175207011,Manaul,Bgy,,,,R," 3,321 ",," 3,613 "
175207012,Panaytayan,Bgy,,,,U," 10,592 ",," 12,010 "
175207013,Poblacion,Bgy,,,,U," 4,201 ",," 4,304 "
175207014,Roma,Bgy,,,,R," 1,993 ",," 2,052 "
175207016,Santa Brigida,Bgy,,,,R," 2,083 ",," 2,453 "
175207017,Santa Maria,Bgy,,,,R," 1,980 ",," 2,133 "
175207018,Villa Celestial,Bgy,,,,R," 1,649 ",," 1,780 "
175207019,Wasig,Bgy,,,,R," 2,323 ",," 2,224 "
175207020,Santa Teresita,Bgy,,,,R," 4,711 ",," 5,383 "
175207021,Waygan,Bgy,,,,R," 1,484 ",," 1,799 "
175208000,Naujan,Mun,,,1st,," 102,998 ",," 109,587 "
175208001,Adrialuna,Bgy,,,,R," 1,997 ",," 2,109 "
175208002,Antipolo,Bgy,,,,R, 518 ,, 482
175208003,Apitong,Bgy,,,,R," 2,592 ",," 2,523 "
175208004,Arangin,Bgy,,,,R," 1,031 ",," 1,246 "
175208005,Aurora,Bgy,,,,R," 3,351 ",," 3,457 "
175208006,Bacungan,Bgy,,,,R," 1,470 ",," 1,609 "
175208007,Bagong Buhay,Bgy,,,,R," 2,089 ",," 2,053 "
175208008,Bancuro,Bgy,,,,R," 2,001 ",," 2,199 "
175208010,Barcenaga,Bgy,,,,U," 4,709 ",," 4,880 "
175208011,Bayani,Bgy,,,,R," 1,989 ",," 2,112 "
175208012,Buhangin,Bgy,,,,R," 1,114 ",," 1,142 "
175208013,Concepcion,Bgy,,,,R, 879 ,, 923
175208014,Dao,Bgy,,,,R," 1,385 ",," 1,384 "
175208015,Del Pilar,Bgy,,,,R," 2,221 ",," 2,035 "
175208016,Estrella,Bgy,,,,R," 2,567 ",," 2,784 "
175208017,Evangelista,Bgy,,,,R," 3,070 ",," 3,145 "
175208018,Gamao,Bgy,,,,R, 991 ,, 964
175208019,General Esco,Bgy,,,,R," 1,312 ",," 1,464 "
175208020,Herrera,Bgy,,,,R, 827 ,, 761
175208021,Inarawan,Bgy,,,,R," 1,758 ",," 2,040 "
175208022,Kalinisan,Bgy,,,,R," 1,351 ",," 1,610 "
175208023,Laguna,Bgy,,,,R," 1,486 ",," 1,538 "
175208024,Mabini,Bgy,,,,R, 586 ,, 709
175208025,Andres Ilagan,Bgy,Mag-asawang Tubig,,,R, 606 ,, 755
175208026,Mahabang Parang,Bgy,,,,R," 1,779 ",," 1,882 "
175208027,Malaya,Bgy,,,,R," 1,186 ",," 1,135 "
175208028,Malinao,Bgy,,,,R," 1,592 ",," 1,709 "
175208029,Malvar,Bgy,,,,R," 1,469 ",," 1,488 "
175208030,Masagana,Bgy,,,,R, 951 ,," 1,026 "
175208031,Masaguing,Bgy,,,,R, 614 ,, 471
175208032,Melgar A,Bgy,,,,R," 1,617 ",," 1,670 "
175208033,Metolza,Bgy,,,,R, 708 ,," 1,506 "
175208034,Montelago,Bgy,,,,R," 2,161 ",," 2,057 "
175208035,Montemayor,Bgy,,,,R, 709 ,, 592
175208036,Motoderazo,Bgy,,,,R," 1,866 ",," 1,921 "
175208037,Mulawin,Bgy,,,,R," 1,322 ",," 1,334 "
175208038,Nag-Iba I,Bgy,,,,R, 894 ,, 843
175208039,Nag-Iba II,Bgy,,,,R," 1,498 ",," 1,582 "
175208040,Pagkakaisa,Bgy,,,,R," 2,281 ",," 2,402 "
175208042,Paniquian,Bgy,,,,R," 1,602 ",," 1,682 "
175208043,Pinagsabangan I,Bgy,,,,R," 2,305 ",," 2,592 "
175208044,Pinagsabangan II,Bgy,,,,R," 2,419 ",," 2,748 "
175208045,Pi�ahan,Bgy,,,,R," 1,256 ",," 1,582 "
175208046,Poblacion I,Bgy,Barangay I,,,R, 801 ,, 826
175208047,Poblacion II,Bgy,Barangay II,,,U, 687 ,, 954
175208048,Poblacion III,Bgy,Barangay III,,,R, 917 ,," 1,045 "
175208049,Sampaguita,Bgy,,,,R," 2,482 ",," 3,053 "
175208050,San Agustin I,Bgy,,,,R," 1,605 ",," 1,898 "
175208051,San Agustin II,Bgy,,,,R," 1,655 ",," 1,668 "
175208052,San Andres,Bgy,,,,R," 1,167 ",," 1,122 "
175208053,San Antonio,Bgy,,,,R, 529 ,, 490
175208054,San Carlos,Bgy,,,,R, 867 ,, 840
175208055,San Isidro,Bgy,,,,R, 964 ,, 956
175208056,San Jose,Bgy,,,,R, 655 ,, 778
175208057,San Luis,Bgy,,,,R, 930 ,," 1,089 "
175208058,San Nicolas,Bgy,,,,R, 994 ,," 1,101 "
175208059,San Pedro,Bgy,,,,R," 1,426 ",," 1,478 "
175208060,Santa Isabel,Bgy,,,,R," 1,234 ",," 1,213 "
175208061,Santa Maria,Bgy,,,,R," 3,158 ",," 3,178 "
175208062,Santiago,Bgy,,,,R," 2,132 ",," 2,638 "
175208063,Santo Ni�o,Bgy,,,,R," 1,633 ",," 2,082 "
175208064,Tagumpay,Bgy,,,,R, 938 ,, 925
175208065,Tigkan,Bgy,,,,R, 844 ,, 806
175208066,Melgar B,Bgy,,,,R," 1,437 ",," 1,617 "
175208067,Santa Cruz,Bgy,,,,R," 1,468 ",," 1,462 "
175208068,Balite,Bgy,,,,R, 993 ,, 972
175208069,Banuton,Bgy,,,,R, 981 ,," 1,019 "
175208070,Caburo,Bgy,,,,R, 291 ,, 464
175208071,Magtibay,Bgy,,,,R, 562 ,, 632
175208072,Paitan,Bgy,,,,R," 1,519 ",," 1,135 "
175209000,Pinamalayan,Mun,,,1st,," 86,172 ",," 90,383 "
175209001,Anoling,Bgy,,,,R," 2,005 ",," 1,927 "
175209002,Bacungan,Bgy,,,,R," 1,614 ",," 1,593 "
175209003,Bangbang,Bgy,,,,R," 1,078 ",," 1,044 "
175209004,Banilad,Bgy,,,,R," 1,946 ",," 1,933 "
175209005,Buli,Bgy,,,,R," 1,589 ",," 1,348 "
175209006,Cacawan,Bgy,,,,R," 4,536 ",," 6,736 "
175209007,Calingag,Bgy,,,,R," 1,910 ",," 1,984 "
175209008,Del Razon,Bgy,,,,R," 1,666 ",," 1,494 "
175209009,Inclanay,Bgy,,,,R," 1,344 ",," 2,085 "
175209010,Lumangbayan,Bgy,,,,R," 2,858 ",," 2,705 "
175209011,Malaya,Bgy,,,,R, 811 ,, 935
175209012,Maliangcog,Bgy,,,,R," 1,512 ",," 1,585 "
175209013,Maningcol,Bgy,,,,R," 1,866 ",," 1,800 "
175209014,Marayos,Bgy,,,,R," 1,721 ",," 1,751 "
175209015,Marfrancisco,Bgy,,,,U," 5,787 ",," 6,079 "
175209016,Nabuslot,Bgy,,,,R," 2,645 ",," 2,853 "
175209017,Pagalagala,Bgy,,,,R," 1,153 ",," 1,228 "
175209018,Palayan,Bgy,,,,R," 1,854 ",," 1,957 "
175209019,Pambisan Malaki,Bgy,,,,R," 1,821 ",," 1,838 "
175209020,Pambisan Munti,Bgy,,,,R," 1,044 ",," 1,109 "
175209021,Panggulayan,Bgy,,,,R," 2,564 ",," 2,789 "
175209022,Papandayan,Bgy,,,,U," 6,597 ",," 6,912 "
175209023,Pili,Bgy,,,,R," 3,375 ",," 3,937 "
175209024,Zone II (Pob.),Bgy,,,,U," 2,443 ",," 2,994 "
175209025,Zone III (Pob.),Bgy,,,,U," 2,351 ",," 2,029 "
175209026,Zone IV (Pob.),Bgy,,,,R," 1,112 ",," 1,012 "
175209027,Quinabigan,Bgy,,,,R," 2,238 ",," 2,455 "
175209028,Ranzo,Bgy,,,,R, 973 ,, 924
175209029,Rosario,Bgy,,,,R," 1,778 ",," 1,735 "
175209030,Sabang,Bgy,,,,R," 2,942 ",," 2,945 "
175209031,Santa Isabel,Bgy,,,,R," 2,666 ",," 2,901 "
175209032,Santa Maria,Bgy,,,,R," 1,453 ",," 1,504 "
175209033,Santa Rita,Bgy,,,,U," 3,027 ",," 3,028 "
175209034,Wawa,Bgy,,,,U," 5,855 ",," 4,764 "
175209035,Zone I (Pob.),Bgy,,,,U," 2,824 ",," 2,957 "
175209036,Santo Ni�o,Bgy,,,,R," 1,165 ",," 1,277 "
175209037,Guinhawa,Bgy,,,,R," 2,049 ",," 2,236 "
175210000,Pola,Mun,,,3rd,," 34,701 ",," 35,455 "
175210001,Bacawan,Bgy,,,,R," 1,458 ",," 1,484 "
175210002,Bacungan,Bgy,,,,R, 567 ,, 564
175210004,Batuhan,Bgy,,,,R," 2,842 ",," 2,924 "
175210005,Bayanan,Bgy,,,,R," 1,820 ",," 1,824 "
175210006,Biga,Bgy,,,,R," 1,179 ",," 1,286 "
175210007,Buhay Na Tubig,Bgy,,,,R," 1,207 ",," 1,055 "
175210008,Calubasanhon,Bgy,,,,R," 1,420 ",," 1,346 "
175210009,Calima,Bgy,,,,R," 1,994 ",," 1,870 "
175210010,Casiligan,Bgy,,,,R," 1,878 ",," 1,743 "
175210011,Malibago,Bgy,,,,R," 1,196 ",," 1,315 "
175210012,Maluanluan,Bgy,,,,R," 3,316 ",," 3,940 "
175210013,Matulatula,Bgy,,,,R," 3,921 ",," 4,031 "
175210014,Pahilahan,Bgy,,,,R," 2,053 ",," 2,241 "
175210015,Panikihan,Bgy,,,,R," 1,565 ",," 1,617 "
175210017,Zone I (Pob.),Bgy,,,,R, 433 ,, 346
175210018,Zone II (Pob.),Bgy,,,,R, 598 ,, 556
175210019,Pula,Bgy,,,,R," 1,780 ",," 1,836 "
175210020,Puting Cacao,Bgy,,,,R, 809 ,, 903
